card_id|card_title|level|monster_type|description|attack|defence|magic|attributes|skills|image|last_update_datetime
20251224-00328-c6b37cd4|Exorcist Idol|0|Rock|【Statuekind】|6|2|0.5|{"responsive_attribute":"When we destroy an opponent monster by battle: DEF+8 ueot."}|[{"name":"Rite","energy_cost":1,"effect":"Opponent draws 1 card; 1 our monster ATK+1 uet, Mana+2"}]|pictures/battle_budda.png|2025-12-26 09:43:26
20251224-00329-d77c6098|Quartz Golem|0|Rock|【Rockfolk】|3|3|0|{"normal_attribute":"DEF + (this card’s Mana× 3).","responsive_attribute":"When we deal battle damage: also deal equal effect damage (max 5)."}|[{"name":"Crystal Blade","energy_cost":0,"effect":"[Focus]1 monster ATK +5 uet."},{"name":"Crystal Guard","energy_cost":0,"effect":"[Focus]1 monster DEF +5 ueot."}]|pictures/crystalrock.png|2025-12-26 09:46:15
20251224-00327-5d87e1f4|Charcoal Man|0|Rock|【Rockfolk】|0|5|1|{"responsive_attribute":"Once per turn, when this card is attacked: its DEF is doubled for that battle."}|[{"name":"Black Flame","energy_cost":2,"effect":"[Attack] ATK+8 and battle damage+3. Opponent Faith-2,  draw 1 card and then discards 1 card of their choice."}]|pictures/blackrock.png|2025-12-26 10:52:16
20251224-00341-af6cb919|Sapphire Warrior|0|Rock|【Crystalloid】|4|1|0.5|{"normal_attribute":"If we control > 1 monster: ATK +5.","responsive_attribute":"After this card declares an attack: swap its ATK and DEF (including modifiers)."}|[{"name":"Blue Blade","energy_cost":3,"effect":"[Attack] ATK +5. Destroy 1 Set Prophecy card. Excess battle damage also strikes other opponent monsters as additional attacks."}]|pictures/sophia.png|2025-12-26 10:53:54
20251224-00344-cc079593|Rock Emperor|5|Rock|【Divine】|15|25|1.5|{"normal_attribute":"Our monsters may declare attacks using DEF instead","responsive_attribute":"If this card would be destroyed by opponent: may destroy another our monster instead."}|[{"name":"Stone Guard","energy_cost":1,"effect":"our monsters DEF +3 ueot. Then at the end of opponent’s turn, each Mana+1."}]|pictures/rockking.png|2025-12-26 10:56:34
20251224-00340-f0060dcd|Ruby Mage|0|Rock|【Crystalloid】|1|4|0.5|{"normal_attribute":"Unaffected by opponent Prophecy cards.","responsive_attribute":"When this card destroys a Set monster by battle: deal 1 battle damage to the opponent, this card DEF+3. We Mana + 1."}|[{"name":"Red Power","energy_cost":1,"effect":"1 monster attack (including attack skills) times + 1 uet."}]|pictures/ruby.png|2025-12-26 10:57:48
20251224-00342-c074473e|Herald of Stone: Shrine|2|Rock|【Statuekind】|4|12|0|{"normal_attribute":"Both Draw Phases draws 1 additional card."}|[{"name":"Offering","energy_cost":0,"effect":"Destroy 1 our monster; this card gains ATK/DEF equal to that monsters DEF ueot, gain that monsters Mana."},{"name":"Buddha Palm","energy_cost":4,"effect":"[Attack][Finale] ATK +5 and +5 effect damage; opponent randomly destory 1 their set card."}]|pictures/fo.png|2025-12-26 10:58:41
20251224-00334-db80fcc9|Jade Maiden|0|Rock|【Crystalloid】|0|5|0.5|{"normal_attribute":"gains same on-field highest DEF bonus."}|[{"name":"Blessing","energy_cost":1,"effect":"Another monster DEF*2 ueot, Mana*2"},{"name":"Jade Break","energy_cost":1,"effect":"Set this and 1 opponent card."},{"name":"Jade Purge","energy_cost":2,"effect":"Destroy 1 opponent Prophecy card."}]|pictures/judygirl.png|2025-12-26 11:09:04
20251213-00281-8f062c97|Eight-tail Demon|0|Dark|【Demon】|8|0|0.5|{"responsive_attribute":"When we take effect damage >5: opponent Faith-8."}|[{"name":"Dark Claw","energy_cost":0,"effect":"[Attack Skill] Faith-5. Battle damage +8. (If this attack destroys monster) you may discard 2 cards to let this card DEF +8 ueot."}]|pictures/octopus_demon.png|2025-12-26 11:15:04
20251213-00283-2645bd3d|Nine-Sun True Lord|1|Void|[Spirit]|9|0|1|{"normal_attribute":"If this card carries > 2 Mana: DEF +9."}|[{"name":"Sun Spirit","energy_cost":0,"effect":"Faith -9. Then: we gain 1 Mana assigned freely; 1 Mana assigned randomly; 1 Mana assigned by the opponent to our field (in that order)."},{"name":"Nine Flames","energy_cost":3,"effect":"Destroy all opponent Prophecies."}]|pictures/ninesun.png|2025-12-26 11:15:51
20251224-00343-7ed030da|Herald of Stone: Chaos|3|Rock|【Rockfolk】|12|12|0|{}|[{"name":"Taunt","energy_cost":0,"effect":"Command 1 opponent monster to attack 1 our monster. After that battle resolves, our attacked monster DEF +3 and Mana+1."},{"name":"Dual Fate","energy_cost":4,"effect":"[Attack] Distribute (13 + this card’s ATK) total ATK across up to 5 separate attacks as you choose."}]|pictures/ciaos.png|2025-12-26 11:20:53
20251224-00338-c5713a56|Nike of Victory|0|Rock|【Rockfolk】|0|5|1|{"responsive_attribute":"When we activate an [Attack] skill: opponent Faith -5."}|[{"name":"Victory Boon","energy_cost":0,"effect":"1 our monster’s next [Attack] skill this turn costs 0 Mana."}]|pictures/wingodness.png|2025-12-26 11:21:32
20251224-00339-d3d76257|Coal Tortoise|1|Rock|【Rockbeast】|1|9|0.5|{"normal_attribute":"A monster that destroys this card by battle permanently loses its [Attr]."}|[{"name":"Soot","energy_cost":0,"effect":"1 opponent monster cannot use skills ueot."},{"name":"Coal Fall","energy_cost":3,"effect":"[Attack] ATK +5; adjacent monsters to the target are also attacked. After the attack, this card gains DEF +3."}]|pictures/coalturtle.png|2025-12-26 11:24:06
20251224-00317-22374b48|Cao Cao|1|Thunder|【Human】|6|4|1|{"normal_attribute":"You may have another our monster (with DEF < this card) be attacked instead.","responsive_attribute":"When we take damage: draw 1 card."}|[{"name":"Warlord","energy_cost":2,"effect":"Put 1 card from hand on top of your deck. ATK +6 uet; each time it deals battle damage this turn, Faith +6."}]|pictures/caocao.png|2025-12-26 11:31:33
20251222-00306-19cb0a6f|Peter Pixie|1|Earth|【Undead】An undying boy seeking adventure.|8|5|0|{"responsive_attribute":"When this card is destroyed by a card effect: return it to hand."}|[{"name":"Shade Peek","energy_cost":1,"effect":"Look at 1 opponent Set card, then return that card to its owner’s hand."}]|pictures/peterpan.png|2025-12-26 11:45:33
20251221-00301-f4c18705|Foam Nereid|0|Water|【Merman】Becoming foam is the start of rebirth.|1|7|0.5|{}|[{"name":"Bubble Ward","energy_cost":0,"effect":"Give 1 allied monster 【Bubble】: during battle, all ATK/DEF buffs on the opposing monster are negated."},{"name":"Dissolve","energy_cost":1,"effect":"Until your next turn, this card cannot be targeted for attacks."}]|pictures/bubble_seadaughter.png|2025-12-26 16:52:11
20251221-00299-6bce76ed|Red Hood|0|Gold|【Human】You won’t catch the wolf without risking Grandma.|7|1|0.5|{}|[{"name":"Snipe","energy_cost":0,"effect":"【Attack】Discard 1 random card; destroy 1 opponent monster with DEF > 4, or destroy 1 Set monster card."}]|pictures/redhat.png|2025-12-26 16:52:17
20251221-00304-d8f8c18f|Gray Swan|0|Wind|【Beast】A goose needn’t be pretty—only strong.|7|1|0.5|{"responsive_attribute":"After this card deals >4 battle damage: destroy 1 opponent Prophecy card."}|[{"name":"Goose Fist","energy_cost":0,"effect":"【Attack】After this attack resolves, this card gains DEF +4."}]|pictures/gray_swan.png|2025-12-26 16:52:25
20251221-00298-3523c7b9|Snow Witch|0|Ice|【Demon】Drains the lustful’s spirit with a kiss.|1|6|0.5|{"responsive_attribute":"When declared as an attack target: extract 1 Mana from the attacking monster. When this card is attacked: 50% chance it is not destroyed by battle."}|[{"name":"Blow Kiss","energy_cost":0,"effect":"Opponent Faith - (number of opponent monsters × 2)."}]|pictures/snow_princess.png|2025-12-26 16:54:20
20251226-00358-da3acb42|Tri-Cat Duelists|0|Ice|【Beastkin】Wisdom is the only true privilege.|4|4|0.5|{}|[{"name":"Detect","energy_cost":0,"effect":"Look at a number of cards from the opponent’s hand equal to our number of monsters."},{"name":"Flank","energy_cost":1,"effect":"【Attack Skill】Opponent Faith -8."}]|pictures/threecats.png|2025-12-26 17:05:49
20251226-00359-9e8dc0b5|Djinn|2|Dark|【Spirit】You actually think you can get something for nothing?|8|8|0.5|{}|[{"name":"Wealth","energy_cost":0,"effect":"We draw 1 card; opponent draws 1 card."},{"name":"Fame","energy_cost":0,"effect":"Both players reveal their hands to each other."},{"name":"Power","energy_cost":0,"effect":"Destroy 1 opponent monster card (or Prophecy card); then randomly destroy 1 of our cards of the same type."}]|pictures/lightdemo.png|2025-12-26 17:07:09
20251226-00360-d1efad2a|Match Girl|0|Fire|【Human】Fight for needs|5|3|0.5|{}|[{"name":"Ignite","energy_cost":0,"effect":"Discard up to 3 cards; for each discarded card: if Monster, attack times +1; if Prophecy, ATK +5 this turn."}]|pictures/salegirl.png|2025-12-26 17:08:00
20251226-00357-1e33e8e7|Skyvine|1|Wood|【Plant】The road to heaven is paved with bones|5|6|0|{"normal_attribute":"Monsters with [Attr] cannot declare attacks on this.","responsive_attribute":"When an opponent monster uses a skill: opponent Faith -5."}|[{"name":"Skyreach","energy_cost":0,"effect":"Discard 1 card; view all cards in the opponent’s hand."},{"name":"Quake","energy_cost":1,"effect":"Destroy 1 opponent 【Continuous/Field】 Prophecy card."}]|pictures/skywood.png|2025-12-26 17:09:24
20251226-00361-0dec7c85|Frog Prince|0|Water|【Beast】Frogs are humans’ best little buddies|2|6|0|{"responsive_attribute":"When the opponent declares an attack: return this card to the top of our deck; negate that attack."}|[{"name":"Golden Body","energy_cost":1,"effect":"Grant this card 1 destruction immunity until the end of the opponent’s turn."}]|pictures/frogprince.png|2025-12-26 17:11:05
20251224-00336-d315422c|Herald of Stone: Opaline|2|Rock|【Crystalloid】|0|10|2|{"normal_attribute":"Opponent cannot use [Attack] skills against this.","responsive_attribute":"(Once per turn) when an opponent monster’s [RespAttr] activates: negate it."}|[{"name":"Crystal Bloom","energy_cost":0,"effect":"our monsters each Mana+1."},{"name":"Crystal Gift","energy_cost":1,"effect":"Draw 1 random card. You may place it on top of the deck, then re-draw."}]|pictures/crystal.png|2025-12-26 19:23:53
20250914-00073-b38e2367|Warfare Sage|4|Fire|[Celestial] That pesky monkey.|12|13|1|{}|[{"name":"Fiery Gaze","energy_cost":0,"effect":"Look at 1 opponents Set card."},{"name":"Morph","energy_cost":1,"effect":"Use the skill of another monster on the field as if it were this card."},{"name":"Clone","energy_cost":2,"effect":"Create illusory clones to fill empty monster slots. Clones can use skills and attack; clone skills spend this card’s Mana."}]|pictures/monkey_king.png|2025-12-26 20:30:04
20251223-00313-5713d254|Zhao Yun|0|Dark|【Human】|4|4|0.5|{"responsive_attribute":"After our Draw Phase ends (or when this card is Summoned): discard 1 card; this card gains ATK or DEF +5 ueot."}|[{"name":"Dragon Haze","energy_cost":1,"effect":"Target 1 opponent monster: next turn it cannot use skills and loses its [RespAttr] ueot. This turn, when that monster is attacked, opponent Faith -1."}]|pictures/zhaoyun.png|2025-12-26 23:33:52
20251224-00320-69d76540|Guo Jia|0|Water|【Human】|5|3|0.5|{"responsive_attribute":"When we take (>2) effect damage from Prophecy: add that Prophecy to hand. Then look at the top 2 cards of our deck; you may add any to hand and/or put any back on top."}|[{"name":"Sound Plan","energy_cost":1,"effect":"Look at the top card of our deck. If it’s a Monster: 1 monster gets ATK +5; if it’s a Prophecy: 1 monster gets +1 additional attack this turn."}]|pictures/guojia.png|2025-12-27 12:40:12
